,area,concentration,date,dupl,medium,species
413,10935.88402714607,47.5,2018-06-26,1,MEA,S.commune
414,772882.0582655466,47.5,2018-06-26,2,MEA,S.commune
415,658993.0413876093,47.5,2018-06-26,2,MEA,S.commune
416,676372.3319472681,47.5,2018-06-26,2,MEA,S.commune
417,9160.884177867836,47.5,2018-06-26,2,MEA,S.commune.DSC3
418,4536.459791783661,47.5,2018-06-26,2,MEA,S.commune.DSC3
419,6939.778171779853,47.5,2018-06-26,2,MEA,S.commune.DSC3
420,8494.8665353068,47.5,2018-06-26,,MEA,S.commune.DSC3
421,7853.981633974483,47.5,2018-06-26,,MEA,S.commune.DSC3
422,5026.548245743669,47.5,2018-06-26,,MEA,S.commune.DSC3
423,823549.6645826427,50,2018-06-26,1,MEA,S.commune
424,1203735.7827421187,50,2018-06-26,1,MEA,S.commune
425,711809.497079761,50,2018-06-26,1,MEA,S.commune
426,757378.2985200809,50,2018-06-26,2,MEA,S.commune
427,639003.0873328175,50,2018-06-26,2,MEA,S.commune
428,729867.3716525951,50,2018-06-26,2,MEA,S.commune
429,676372.3319472681,50,2018-06-26,1,MEA,S.commune.DSC3
430,10935.88402714607,50,2018-06-26,1,MEA,S.commune.DSC3
431,3631.681107549801,50,2018-06-26,1,MEA,S.commune.DSC3
432,717803.6558628103,50,2018-06-26,2,MEA,S.commune.DSC3
433,7542.9639612690935,50,2018-06-26,2,MEA,S.commune.DSC3
434,4300.840342764427,50,2018-06-26,2,MEA,S.commune.DSC3
435,902567.0030057332,52.5,2018-06-26,1,MEA,S.commune
436,559467.3861218847,52.5,2018-06-26,1,MEA,S.commune
437,492651.993565337,52.5,2018-06-26,1,MEA,S.commune
438,538456.4144546762,52.5,2018-06-26,2,MEA,S.commune
439,589014.0650288967,52.5,2018-06-26,2,MEA,S.commune
440,8824.73376393373,52.5,2018-06-26,2,MEA,S.commune
441,661873.8818509512,52.5,2018-06-26,1,MEA,S.commune.DSC3
442,13684.77759903714,52.5,2018-06-26,1,MEA,S.commune.DSC3
443,507693.9391907249,52.5,2018-06-26,1,MEA,S.commune.DSC3
444,1049555.8400818924,52.5,2018-06-26,2,MEA,S.commune.DSC3
445,3631.681107549801,52.5,2018-06-26,2,MEA,S.commune.DSC3
446,8824.73376393373,52.5,2018-06-26,2,MEA,S.commune.DSC3
447,89727.02777917808,19.5,2018-06-26,1,PDA,P.ostreatus
448,363168.11075498007,19.5,2018-06-26,1,PDA,P.ostreatus
449,505171.2402898923,19.5,2018-06-26,1,PDA,P.ostreatus
450,258769.84528353767,19.5,2018-06-26,1,PDA,P.ostreatus
451,100659.77021367056,19.5,2018-06-26,1,PDA,P.ostreatus
452,434746.15777436993,19.5,2018-06-26,1,PDA,P.ostreatus
453,785398.1633974483,19.5,2018-06-26,1,PDA,P.ostreatus
454,133316.62584773646,19.5,2018-06-26,2,PDA,P.ostreatus
455,262388.9600204731,19.5,2018-06-26,2,PDA,P.ostreatus
456,244544.71374808307,19.5,2018-06-26,2,PDA,P.ostreatus
457,135917.8645649088,19.5,2018-06-26,2,PDA,P.ostreatus
458,262388.9600204731,19.5,2018-06-26,2,PDA,P.ostreatus
459,329791.83040324214,19.5,2018-06-26,2,PDA,P.ostreatus
460,344196.0327199513,19.5,2018-06-26,2,PDA,P.ostreatus
461,205887.41614566068,19.5,2018-06-26,2,PDA,P.ostreatus
462,720810.1600322957,19.5,2018-06-26,1,PDA,S.commune
463,745088.3880592376,19.5,2018-06-26,1,PDA,S.commune
464,627718.486521123,19.5,2018-06-26,1,PDA,S.commune
465,627718.486521123,19.5,2018-06-26,2,PDA,S.commune
466,627718.486521123,19.5,2018-06-26,2,PDA,S.commune
467,627718.486521123,19.5,2018-06-26,2,PDA,S.commune
468,490166.9937763475,19.5,2018-06-26,2,PDA,S.commune
469,589014.0650288967,19.5,2018-06-26,1,PDA,S.commune.DSC3
470,10207.034531513238,19.5,2018-06-26,1,PDA,S.commune.DSC3
471,3421.194399759285,19.5,2018-06-26,1,PDA,S.commune.DSC3
472,3216.990877275948,19.5,2018-06-26,2,PDA,S.commune.DSC3
473,3019.0705400997913,19.5,2018-06-26,2,PDA,S.commune.DSC3
474,5026.548245743669,19.5,2018-06-26,2,PDA,S.commune.DSC3
475,5026.548245743669,39,2018-06-26,1,PDA,S.commune
476,5026.548245743669,39,2018-06-26,1,PDA,S.commune
477,5026.548245743669,39,2018-06-26,1,PDA,S.commune
478,5026.548245743669,39,2018-06-26,2,PDA,S.commune
479,5026.548245743669,39,2018-06-26,2,PDA,S.commune
480,5026.548245743669,39,2018-06-26,2,PDA,S.commune
481,616534.4166743433,39,2018-06-26,1,PDA,S.commune.DSC3
482,839713.1587853623,39,2018-06-26,1,PDA,S.commune.DSC3
483,745088.3880592376,39,2018-06-26,1,PDA,S.commune.DSC3
484,745088.3880592376,39,2018-06-26,2,PDA,S.commune.DSC3
485,745088.3880592376,39,2018-06-26,2,PDA,S.commune.DSC3
486,745088.3880592376,39,2018-06-26,2,PDA,S.commune.DSC3
487,745088.3880592376,58.5,2018-06-26,1,PDA,S.commune
488,745088.3880592376,58.5,2018-06-26,1,PDA,S.commune
489,745088.3880592376,58.5,2018-06-26,1,PDA,S.commune
490,745088.3880592376,58.5,2018-06-26,2,PDA,S.commune
491,745088.3880592376,58.5,2018-06-26,2,PDA,S.commune
492,6082.12337734984,58.5,2018-06-26,1,PDA,S.commune.DSC3
493,6082.12337734984,58.5,2018-06-26,1,PDA,S.commune.DSC3
494,10935.88402714607,58.5,2018-06-26,1,PDA,S.commune.DSC3
495,813926.9662846972,58.5,2018-06-26,2,PDA,S.commune.DSC3
496,13684.77759903714,58.5,2018-06-26,2,PDA,S.commune.DSC3
497,4300.840342764427,58.5,2018-06-26,2,PDA,S.commune.DSC3
498,138544.23602330987,,2018-06-26,1,YPD,P.ostreatus
499,46759.46505603048,,2018-06-26,1,YPD,P.ostreatus
500,96211.27501618741,,2018-06-26,1,YPD,P.ostreatus
501,160459.98637475228,,2018-06-26,1,YPD,P.ostreatus
502,71631.45409450088,,2018-06-26,1,YPD,P.ostreatus
503,246300.86404143978,,2018-06-26,1,YPD,P.ostreatus
504,380459.4367203383,,2018-06-26,1,YPD,S.commune
505,480289.8264734612,,2018-06-26,1,YPD,S.commune
506,738981.1319406591,,2018-06-26,1,YPD,S.commune
507,309748.46927333926,,2018-06-26,1,YPD,S.commune.DSC3
508,12076.282160399165,,2018-06-26,1,YPD,S.commune.DSC3
509,20611.989400202634,47.5,2018-06-27,1,MEA,A.oryzae
510,26015.528764377075,47.5,2018-06-27,1,MEA,A.oryzae
511,20611.989400202634,47.5,2018-06-27,1,MEA,A.oryzae
512,24884.55540908475,47.5,2018-06-27,2,MEA,A.oryzae
513,26590.440219984008,47.5,2018-06-27,2,MEA,A.oryzae
514,28352.873698647883,47.5,2018-06-27,2,MEA,A.oryzae
515,14526.724430199203,50,2018-06-27,1,MEA,A.oryzae
516,17203.36137105771,50,2018-06-27,1,MEA,A.oryzae
517,14957.122623741005,50,2018-06-27,1,MEA,A.oryzae
518,24884.55540908475,50,2018-06-27,1,MEA,A.oryzae
519,22698.006922186254,50,2018-06-27,2,MEA,A.oryzae
520,21642.431790580085,50,2018-06-27,2,MEA,A.oryzae
521,18145.839167134644,50,2018-06-27,2,MEA,A.oryzae
522,15393.804002589986,52.5,2018-06-27,1,MEA,A.oryzae
523,9503.317777109125,52.5,2018-06-27,1,MEA,A.oryzae
524,25446.900494077323,52.5,2018-06-27,1,MEA,A.oryzae
525,16286.016316209487,52.5,2018-06-27,2,MEA,A.oryzae
526,21642.431790580085,52.5,2018-06-27,2,MEA,A.oryzae
527,14957.122623741005,52.5,2018-06-27,2,MEA,A.oryzae
528,28352.873698647883,19.5,2018-06-27,1,PDA,A.oryzae
529,29559.245277626364,19.5,2018-06-27,1,PDA,A.oryzae
530,35968.09429094954,19.5,2018-06-27,1,PDA,A.oryzae
531,30171.855845076374,19.5,2018-06-27,2,PDA,A.oryzae
532,28352.873698647883,19.5,2018-06-27,2,PDA,A.oryzae
533,17203.36137105771,19.5,2018-06-27,2,PDA,A.oryzae
534,25446.900494077323,39,2018-06-27,1,PDA,A.oryzae
535,32685.129967948207,39,2018-06-27,1,PDA,A.oryzae
536,23235.21926595011,39,2018-06-27,1,PDA,A.oryzae
537,17671.458676442588,39,2018-06-27,2,PDA,A.oryzae
538,28952.917895483533,39,2018-06-27,2,PDA,A.oryzae
539,30790.74959783356,39,2018-06-27,2,PDA,A.oryzae
540,25446.900494077323,58.5,2018-06-27,1,PDA,A.oryzae
541,18626.502843133883,58.5,2018-06-27,1,PDA,A.oryzae
542,32685.129967948207,58.5,2018-06-27,1,PDA,A.oryzae
543,38013.2711084365,58.5,2018-06-27,2,PDA,A.oryzae
544,24884.55540908475,58.5,2018-06-27,2,PDA,A.oryzae
545,23235.21926595011,58.5,2018-06-27,2,PDA,A.oryzae
546,43743.53610858428,,2018-06-27,1,YPD,A.oryzae
547,43743.53610858428,,2018-06-27,1,YPD,A.oryzae
548,43743.53610858428,,2018-06-27,1,YPD,A.oryzae
549,43743.53610858428,,2018-06-27,1,YPD,A.oryzae
550,43743.53610858428,,2018-06-27,1,YPD,A.oryzae
551,43743.53610858428,,2018-06-27,1,YPD,A.oryzae
552,43743.53610858428,47.5,2018-06-28,1,MEA,A.oryzae
553,43743.53610858428,47.5,2018-06-28,1,MEA,A.oryzae
554,43743.53610858428,47.5,2018-06-28,1,MEA,A.oryzae
555,43743.53610858428,47.5,2018-06-28,1,MEA,A.oryzae
556,43743.53610858428,47.5,2018-06-28,2,MEA,A.oryzae
557,43743.53610858428,47.5,2018-06-28,2,MEA,A.oryzae
558,43743.53610858428,47.5,2018-06-28,2,MEA,A.oryzae
559,161883.12784682846,50,2018-06-28,1,MEA,A.oryzae
560,244544.71374808307,50,2018-06-28,1,MEA,A.oryzae
561,244544.71374808307,50,2018-06-28,1,MEA,A.oryzae
562,244544.71374808307,50,2018-06-28,2,MEA,A.oryzae
563,244544.71374808307,50,2018-06-28,2,MEA,A.oryzae
564,244544.71374808307,50,2018-06-28,2,MEA,A.oryzae
565,244544.71374808307,52.5,2018-06-28,1,MEA,A.oryzae
566,244544.71374808307,52.5,2018-06-28,1,MEA,A.oryzae
567,244544.71374808307,52.5,2018-06-28,1,MEA,A.oryzae
568,244544.71374808307,52.5,2018-06-28,1,MEA,A.oryzae
569,244544.71374808307,52.5,2018-06-28,1,MEA,A.oryzae
570,59828.49049496402,52.5,2018-06-28,2,MEA,A.oryzae
571,134614.10361366905,52.5,2018-06-28,2,MEA,A.oryzae
572,72583.35666853857,52.5,2018-06-28,2,MEA,A.oryzae
573,218956.44158459423,52.5,2018-06-28,2,MEA,A.oryzae
574,159043.12808798326,52.5,2018-06-28,2,MEA,A.oryzae
575,107521.00856911067,52.5,2018-06-28,2,MEA,A.oryzae
576,49087.385212340516,52.5,2018-06-28,2,MEA,A.oryzae
577,220618.34409834322,19.5,2018-06-28,1,PDA,A.oryzae
578,323712.84861854586,19.5,2018-06-28,1,PDA,A.oryzae
579,217300.8222561524,19.5,2018-06-28,1,PDA,A.oryzae
580,234139.7588793937,19.5,2018-06-28,2,PDA,A.oryzae
581,182466.84291314878,19.5,2018-06-28,2,PDA,A.oryzae
582,182466.84291314878,19.5,2018-06-28,2,PDA,A.oryzae
583,98422.95624431463,39,2018-06-28,1,PDA,A.oryzae
584,301907.0540099791,39,2018-06-28,1,PDA,A.oryzae
585,135917.8645649088,39,2018-06-28,1,PDA,A.oryzae
586,244544.71374808307,39,2018-06-28,1,PDA,A.oryzae
587,86569.72716232034,39,2018-06-28,1,PDA,A.oryzae
588,258769.84528353767,39,2018-06-28,1,PDA,A.oryzae
589,74506.01137253553,39,2018-06-28,1,PDA,A.oryzae
590,42273.27074670426,39,2018-06-28,1,PDA,A.oryzae
591,31415.926535897932,39,2018-06-28,1,PDA,A.oryzae
592,42273.27074670426,39,2018-06-28,1,PDA,A.oryzae
593,89727.02777917808,39,2018-06-28,2,PDA,A.oryzae
594,183984.23216483265,39,2018-06-28,2,PDA,A.oryzae
595,350463.51006386295,39,2018-06-28,2,PDA,A.oryzae
596,101787.60197630929,39,2018-06-28,2,PDA,A.oryzae
597,78426.7190042156,39,2018-06-28,2,PDA,A.oryzae
598,77437.11731833481,39,2018-06-28,2,PDA,A.oryzae
599,124410.2106748094,39,2018-06-28,2,PDA,A.oryzae
600,199503.69987356622,39,2018-06-28,2,PDA,A.oryzae
601,298024.04549014213,58.5,2018-06-28,1,PDA,A.oryzae
602,325732.8926948041,58.5,2018-06-28,1,PDA,A.oryzae
603,371763.50825520174,58.5,2018-06-28,1,PDA,A.oryzae
604,327759.21995636955,58.5,2018-06-28,2,PDA,A.oryzae
605,323712.84861854586,58.5,2018-06-28,2,PDA,A.oryzae
606,369605.2341021856,58.5,2018-06-28,2,PDA,A.oryzae
607,207499.05317695223,,2018-06-28,1,YPD,A.oryzae
608,98422.95624431463,,2018-06-28,1,YPD,A.oryzae
609,98422.95624431463,,2018-06-28,1,YPD,A.oryzae
610,98422.95624431463,,2018-06-28,1,YPD,A.oryzae
611,266033.20749863726,,2018-06-28,1,YPD,A.oryzae
612,251607.01403335293,,2018-06-28,1,YPD,A.oryzae
613,101787.60197630929,,2018-06-28,1,YPD,A.oryzae
614,280861.5248235811,,2018-06-28,1,YPD,A.oryzae
615,139866.84653047117,,2018-06-28,1,YPD,A.oryzae
616,470513.19013548974,47.5,2018-06-29,1,MEA,A.oryzae
617,497640.8426992376,47.5,2018-06-29,1,MEA,A.oryzae
618,533266.5033909458,47.5,2018-06-29,1,MEA,A.oryzae
619,480289.8264734612,47.5,2018-06-29,2,MEA,A.oryzae
620,423137.97291935567,47.5,2018-06-29,2,MEA,A.oryzae
621,502654.8245743669,47.5,2018-06-29,2,MEA,A.oryzae
622,510222.9212768647,50,2018-06-29,1,MEA,A.oryzae
623,510222.9212768647,50,2018-06-29,1,MEA,A.oryzae
624,500144.6920441486,50,2018-06-29,1,MEA,A.oryzae
625,480289.8264734612,50,2018-06-29,2,MEA,A.oryzae
626,533266.5033909458,50,2018-06-29,2,MEA,A.oryzae
627,522962.0794871713,50,2018-06-29,2,MEA,A.oryzae
628,382649.12679989036,52.5,2018-06-29,1,MEA,A.oryzae
629,205887.41614566068,52.5,2018-06-29,1,MEA,A.oryzae
630,205887.41614566068,52.5,2018-06-29,1,MEA,A.oryzae
631,205887.41614566068,52.5,2018-06-29,1,MEA,A.oryzae
632,205887.41614566068,52.5,2018-06-29,1,MEA,A.oryzae
633,205887.41614566068,52.5,2018-06-29,2,MEA,A.oryzae
634,205887.41614566068,52.5,2018-06-29,2,MEA,A.oryzae
635,205887.41614566068,52.5,2018-06-29,2,MEA,A.oryzae
636,205887.41614566068,52.5,2018-06-29,2,MEA,A.oryzae
637,205887.41614566068,52.5,2018-06-29,2,MEA,A.oryzae
638,205887.41614566068,19.5,2018-06-29,1,PDA,A.oryzae
639,205887.41614566068,19.5,2018-06-29,1,PDA,A.oryzae
640,205887.41614566068,19.5,2018-06-29,1,PDA,A.oryzae
641,205887.41614566068,19.5,2018-06-29,2,PDA,A.oryzae
642,205887.41614566068,19.5,2018-06-29,2,PDA,A.oryzae
643,205887.41614566068,19.5,2018-06-29,2,PDA,A.oryzae
644,205887.41614566068,39,2018-06-29,1,PDA,A.oryzae
645,205887.41614566068,39,2018-06-29,1,PDA,A.oryzae
646,205887.41614566068,39,2018-06-29,1,PDA,A.oryzae
647,205887.41614566068,39,2018-06-29,1,PDA,A.oryzae
648,205887.41614566068,39,2018-06-29,1,PDA,A.oryzae
649,205887.41614566068,39,2018-06-29,1,PDA,A.oryzae
650,205887.41614566068,39,2018-06-29,1,PDA,A.oryzae
651,205887.41614566068,39,2018-06-29,2,PDA,A.oryzae
652,205887.41614566068,39,2018-06-29,2,PDA,A.oryzae
653,205887.41614566068,39,2018-06-29,2,PDA,A.oryzae
654,205887.41614566068,39,2018-06-29,2,PDA,A.oryzae
655,205887.41614566068,39,2018-06-29,2,PDA,A.oryzae
656,205887.41614566068,39,2018-06-29,2,PDA,A.oryzae
657,205887.41614566068,58.5,2018-06-29,1,PDA,A.oryzae
658,205887.41614566068,58.5,2018-06-29,1,PDA,A.oryzae
659,205887.41614566068,58.5,2018-06-29,1,PDA,A.oryzae
660,205887.41614566068,58.5,2018-06-29,2,PDA,A.oryzae
661,205887.41614566068,58.5,2018-06-29,2,PDA,A.oryzae
662,205887.41614566068,58.5,2018-06-29,2,PDA,A.oryzae
663,205887.41614566068,,2018-06-29,1,YPD,A.oryzae
664,205887.41614566068,,2018-06-29,1,YPD,A.oryzae
665,205887.41614566068,,2018-06-29,1,YPD,A.oryzae
666,205887.41614566068,,2018-06-29,1,YPD,A.oryzae
667,205887.41614566068,,2018-06-29,1,YPD,A.oryzae
668,205887.41614566068,,2018-06-29,1,YPD,A.oryzae
669,205887.41614566068,,2018-06-29,1,YPD,A.oryzae
670,205887.41614566068,,2018-06-29,1,YPD,A.oryzae
671,205887.41614566068,,2018-06-29,1,YPD,A.oryzae
